Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
47203734,000003C3,false,Rx,0,8,88,20,08,92,20,00,00,00,
47204133,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47204314,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47204519,00000521,false,Rx,0,6,00,00,00,00,02,62,00,00,
47208947,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47209197,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47214137,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47224142,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47224319,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47224532,00000521,false,Rx,0,6,00,01,00,00,02,67,00,00,
47233686,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
47233966,000003B4,false,Rx,0,8,00,FF,31,F0,BE,FF,04,00,
47234201,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47235359,00000523,false,Rx,0,6,02,01,00,04,7A,4A,00,00,
47235699,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
47236386,00000524,false,Rx,0,6,03,01,00,00,00,10,00,00,
47244146,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47244323,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47244579,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
47244781,00000328,false,Rx,0,6,2E,00,00,00,87,1E,00,00,
47245027,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47245166,000003E8,false,Rx,0,2,FB,FF,00,00,00,00,00,00,
47245409,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47245635,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47245869,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47246124,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
47246361,000003F9,false,Rx,0,8,C0,F9,80,E0,43,3C,F3,FF,
47246585,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47246808,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
47247063,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
47247309,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
47247513,00000521,false,Rx,0,6,00,02,00,00,02,69,00,00,
47247757,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
47254025,00000272,false,Rx,0,8,03,FC,71,11,FF,FF,FF,FF,
47254256,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47257352,00000522,false,Rx,0,6,01,01,00,04,7A,38,00,00,
47264178,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47264356,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47264559,00000521,false,Rx,0,6,00,03,00,00,02,4E,00,00,
47265811,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
47274182,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47274686,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47275698,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
47284182,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47284359,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47284562,00000521,false,Rx,0,6,00,04,00,00,02,57,00,00,
47294180,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47295355,00000523,false,Rx,0,6,02,02,00,04,7A,52,00,00,
47296372,00000524,false,Rx,0,6,03,02,00,00,00,14,00,00,
47304193,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47304370,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47304573,00000521,false,Rx,0,6,00,05,00,00,02,5B,00,00,
47308944,00000100,false,Rx,0,8,01,00,00,00,3D,09,2A,12,
47309195,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47314188,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47315741,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
47317261,00000522,false,Rx,0,6,01,02,00,04,7A,01,00,00,
47324189,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47324377,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47324580,00000521,false,Rx,0,6,00,06,00,00,02,6A,00,00,
47334197,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47344202,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47344453,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47344689,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
47344923,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47345105,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47345338,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47345585,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47345808,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47346011,00000521,false,Rx,0,6,00,07,00,00,02,74,00,00,
47354213,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47355335,00000523,false,Rx,0,6,02,03,00,04,7A,2D,00,00,
47355791,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
47356348,00000524,false,Rx,0,6,03,03,00,00,00,33,00,00,
47364220,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47364398,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47364601,00000521,false,Rx,0,6,00,08,00,00,02,65,00,00,
47374218,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47374691,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47377334,00000522,false,Rx,0,6,01,03,00,04,7A,0B,00,00,
47384220,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47384408,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47384602,00000521,false,Rx,0,6,00,09,00,00,02,6C,00,00,
47394229,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47395711,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
47404223,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47404411,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47404616,00000521,false,Rx,0,6,00,0A,00,00,02,67,00,00,
47408911,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47409162,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47414228,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47415320,00000523,false,Rx,0,6,02,04,00,04,7A,3B,00,00,
47416348,00000524,false,Rx,0,6,03,04,FF,FF,FF,E6,00,00,
47424230,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47424418,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47424623,00000521,false,Rx,0,6,00,0B,00,00,02,73,00,00,
47434239,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47434481,000003B4,false,Rx,0,8,00,FF,31,F0,BE,FF,04,00,
47435702,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
47437318,00000522,false,Rx,0,6,01,04,00,04,7A,41,00,00,
47444236,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47444488,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47444671,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47444925,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
47445148,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47445384,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47445629,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
47445873,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47446098,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47446332,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
47446577,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
47446823,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
47447026,00000521,false,Rx,0,6,00,0C,00,00,02,69,00,00,
47447269,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
47454154,00000272,false,Rx,0,8,5E,FD,71,11,FF,FF,FF,FF,
47454383,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47464262,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47464450,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47464655,00000521,false,Rx,0,6,00,0D,00,00,02,6E,00,00,
47474270,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47474670,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47475303,00000523,false,Rx,0,6,02,05,00,04,7A,18,00,00,
47475736,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
47476326,00000524,false,Rx,0,6,03,05,00,00,00,14,00,00,
47484273,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47484452,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47484655,00000521,false,Rx,0,6,00,0E,00,00,02,6E,00,00,
47494271,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47497225,00000522,false,Rx,0,6,01,05,00,04,7A,11,00,00,
47504221,00000521,false,Rx,0,6,00,0F,00,00,02,5B,00,00,
47504451,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47504634,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47508909,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47509161,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47514280,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47515718,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
47524283,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47524462,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47524676,00000521,false,Rx,0,6,00,00,00,00,02,6B,00,00,
47534291,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47535300,00000523,false,Rx,0,6,02,06,00,04,7A,2B,00,00,
47535891,000005BD,false,Rx,0,8,88,80,00,00,00,00,00,00,
47536314,00000524,false,Rx,0,6,03,06,00,00,00,08,00,00,
47544286,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47544540,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47544784,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
47545007,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47545190,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47545424,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47545669,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47545894,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47546107,00000521,false,Rx,0,6,00,01,00,00,02,62,00,00,
47554299,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47555769,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
47557289,00000522,false,Rx,0,6,01,06,00,04,7A,1E,00,00,
47564206,00000521,false,Rx,0,6,00,02,00,00,02,6B,00,00,
47564436,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47564619,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47574311,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47574678,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47584314,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47584493,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47584695,00000521,false,Rx,0,6,00,03,00,00,02,69,00,00,
47594313,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47595289,00000523,false,Rx,0,6,02,07,00,04,7A,50,00,00,
47595691,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
47595936,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
47596306,00000524,false,Rx,0,6,03,07,00,00,00,02,00,00,
47604314,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47604503,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47604705,00000521,false,Rx,0,6,00,04,00,00,02,69,00,00,
47608907,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47609158,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47614318,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47617283,00000522,false,Rx,0,6,01,07,00,04,7A,26,00,00,
47624196,00000521,false,Rx,0,6,00,05,00,00,02,6A,00,00,
47624427,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47624609,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47634324,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47634576,000003B4,false,Rx,0,8,00,FF,31,F0,BE,FF,04,00,
47635681,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
47635936,0000032D,false,Rx,0,8,10,00,00,00,00,FF,FF,FF,
47644275,00000521,false,Rx,0,6,00,06,00,00,02,69,00,00,
47644526,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47644749,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47644931,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47645187,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
47645410,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47645645,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47645891,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
47646135,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47646359,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47646595,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
47646839,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
47647084,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
47647329,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
47654350,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47654581,00000272,false,Rx,0,8,B9,FE,71,11,FF,FF,FF,FF,
47655267,00000523,false,Rx,0,6,02,08,00,04,7A,37,00,00,
47656287,00000524,false,Rx,0,6,03,08,00,00,00,35,00,00,
47664304,00000521,false,Rx,0,6,00,07,00,00,02,5E,00,00,
47664535,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47664716,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47674355,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47674680,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47675724,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
47677267,00000522,false,Rx,0,6,01,08,00,04,7A,22,00,00,
47683720,00000351,false,Rx,0,8,20,0D,C8,00,DC,05,D3,0A,
47683950,00000355,false,Rx,0,8,27,00,64,00,86,01,00,00,
47684195,00000356,false,Rx,0,8,A5,72,FA,FF,E1,00,00,00,
47684419,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47684601,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47684814,00000521,false,Rx,0,6,00,08,00,00,02,6A,00,00,
47686080,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
47686304,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
47688059,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
47690084,00000373,false,Rx,0,8,8E,0D,AA,0D,27,01,28,01,
47692088,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
47694103,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
47694358,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47704264,00000521,false,Rx,0,6,00,09,00,00,02,4A,00,00,
47704494,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47704676,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47708910,00000100,false,Rx,0,8,01,00,00,00,3D,09,2A,12,
47709161,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47709836,1806E5F4,true,Rx,0,8,0D,20,00,C8,00,00,00,00,
47714371,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47715264,00000523,false,Rx,0,6,02,09,00,04,7A,23,00,00,
47715740,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
47716277,00000524,false,Rx,0,6,03,09,FF,FF,FF,D1,00,00,
47724292,00000521,false,Rx,0,6,00,0A,00,00,02,84,00,00,
47724523,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47724704,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47734373,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47737243,00000522,false,Rx,0,6,01,09,00,04,7A,0D,00,00,
47744252,00000521,false,Rx,0,6,00,0B,00,00,02,73,00,00,
47744503,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47744748,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
47744972,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47745196,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47745377,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47745613,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47745868,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47746091,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47754389,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47755724,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
47764247,00000521,false,Rx,0,6,00,0C,00,00,02,6D,00,00,
47764477,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47764659,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47774402,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47774686,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47775246,00000523,false,Rx,0,6,02,0A,00,04,7A,41,00,00,
47776267,00000524,false,Rx,0,6,03,0A,FF,FF,FF,E2,00,00,
47784291,00000521,false,Rx,0,6,00,0D,00,00,02,59,00,00,
47784522,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47784703,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47794408,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47795689,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
47797230,00000522,false,Rx,0,6,01,0A,00,04,7A,11,00,00,
47804230,00000521,false,Rx,0,6,00,0E,00,00,02,55,00,00,
47804460,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47804642,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47808918,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47809169,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47814404,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
47824232,00000521,false,Rx,0,6,00,0F,00,00,02,51,00,00,
47824461,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
47824644,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47834410,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
47834883,000003B4,false,Rx,0,8,00,FF,31,F0,BE,FF,04,00,
47835232,00000523,false,Rx,0,6,02,0B,00,04,7A,43,00,00,
47835719,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
47836257,00000524,false,Rx,0,6,03,0B,FF,FF,FF,E0,00,00,
47844281,00000521,false,Rx,0,6,00,00,00,00,02,6F,00,00,
47844533,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47844768,00000112,false,Rx,0,8,FB,1F,75,0B,86,01,65,49,
47844949,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47845193,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
47845418,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47845653,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47845897,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
47846152,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47846377,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47846601,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
47846856,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
47847102,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
47847346,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
47854442,00000112,false,Rx,0,8,FA,1F,75,0B,86,01,65,49,
47855114,00000272,false,Rx,0,8,B8,F0,71,11,FF,FF,FF,FF,
47857223,00000522,false,Rx,0,6,01,0B,00,04,7A,53,00,00,
47864149,00000521,false,Rx,0,6,00,01,00,00,02,5C,00,00,
47864441,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47864625,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47874443,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47874728,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47875718,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
47884223,00000521,false,Rx,0,6,00,02,00,00,02,59,00,00,
47884462,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47884646,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47894451,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47895228,00000523,false,Rx,0,6,02,0C,00,04,7A,58,00,00,
47896240,00000524,false,Rx,0,6,03,0C,FF,FF,FF,F8,00,00,
47904270,00000521,false,Rx,0,6,00,03,00,00,02,60,00,00,
47904500,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47904683,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47908916,00000100,false,Rx,0,8,01,00,00,00,3D,09,23,12,
47909168,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
47914454,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47915726,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
47917215,00000522,false,Rx,0,6,01,0C,00,04,7A,1E,00,00,
47924131,00000521,false,Rx,0,6,00,04,00,00,02,6A,00,00,
47924465,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47924638,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47925806,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
47934462,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47944205,00000521,false,Rx,0,6,00,05,00,00,02,57,00,00,
47944467,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47944712,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
47944957,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
47945190,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
47945373,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47945608,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
47945852,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
47946077,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
47954485,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47955219,00000523,false,Rx,0,6,02,0D,00,04,7A,3F,00,00,
47955704,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
47956221,00000524,false,Rx,0,6,03,0D,FF,FF,FF,E4,00,00,
47964253,00000521,false,Rx,0,6,00,06,00,00,02,50,00,00,
47964485,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47964667,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47974486,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
47974768,1801D08F,true,Rx,0,8,00,8C,00,5D,03,00,00,47,
47977118,00000522,false,Rx,0,6,01,0D,00,04,7A,2A,00,00,
47984118,00000521,false,Rx,0,6,00,07,00,00,02,64,00,00,
47984495,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47984667,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
47994497,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
47995671,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
48004202,00000521,false,Rx,0,6,00,08,00,00,02,56,00,00,
48004496,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
48004678,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
48008911,00000100,false,Rx,0,8,01,00,00,00,3D,09,2A,12,
48009163,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
48014493,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
48015195,00000523,false,Rx,0,6,02,0E,00,04,7A,4E,00,00,
48016206,00000524,false,Rx,0,6,03,0E,FF,FF,FF,EA,00,00,
48024236,00000521,false,Rx,0,6,00,09,00,00,02,51,00,00,
48024499,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
48024680,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
48034502,00000112,false,Rx,0,8,FB,1F,76,0B,86,01,65,49,
48035371,000003B4,false,Rx,0,8,00,FF,31,F0,BE,FF,04,00,
48035711,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
48037170,00000522,false,Rx,0,6,01,0E,00,04,7A,34,00,00,
48044180,00000521,false,Rx,0,6,00,0A,00,00,02,5B,00,00,
48044506,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
48044761,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
48044942,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
48045187,000002FA,false,Rx,0,8,FD,FF,05,FF,FF,FF,FF,FF,
48045411,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
48045646,000002F1,false,Rx,0,8,36,10,7D,60,09,08,07,A0,
48045902,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
48046146,000003E9,false,Rx,0,8,FE,FF,50,00,00,00,00,00,
48046370,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
48046605,00000432,false,Rx,0,8,2C,E2,10,A3,4E,FF,02,FF,
48046851,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
48047095,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
48047339,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
48054532,00000112,false,Rx,0,8,FA,1F,76,0B,86,01,65,49,
