Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
236130795,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
236131021,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236131205,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236131438,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236131682,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236131916,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236138072,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
236140308,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236140885,00000522,false,Rx,0,6,01,08,00,04,63,94,00,00,
236149973,00000521,false,Rx,0,6,00,09,00,00,02,D0,00,00,
236150308,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236150491,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236154357,00000100,false,Rx,0,8,01,00,00,00,75,08,F8,11,
236154608,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236160318,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236164308,00000523,false,Rx,0,6,02,09,00,04,63,71,00,00,
236164526,00000524,false,Rx,0,6,03,09,FF,FF,FF,E2,00,00,
236170320,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236170499,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236170701,00000521,false,Rx,0,6,00,0A,00,00,02,C4,00,00,
236178136,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
236178385,0000035D,false,Rx,0,8,02,00,88,08,00,00,20,F0,
236180326,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236189962,00000521,false,Rx,0,6,00,0B,00,00,02,CB,00,00,
236190330,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236190501,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236190787,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236200326,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236200964,00000522,false,Rx,0,6,01,09,00,04,63,81,00,00,
236209949,00000521,false,Rx,0,6,00,0C,00,00,02,DC,00,00,
236210327,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236210509,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236218090,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
236220338,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236224285,00000523,false,Rx,0,6,02,0A,00,04,63,90,00,00,
236224514,00000524,false,Rx,0,6,03,0A,FF,FF,FF,E8,00,00,
236230298,00000521,false,Rx,0,6,00,0D,00,00,02,D2,00,00,
236230548,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236230782,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236230963,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236231210,000002FA,false,Rx,0,8,FC,FF,05,FF,FF,FF,FF,FF,
236231433,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236231677,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236231923,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
236232168,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236232392,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236232627,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
236232871,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
236233116,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
236233363,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
236240363,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236249871,00000521,false,Rx,0,6,00,0E,00,00,02,C8,00,00,
236250365,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236250546,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236254351,00000100,false,Rx,0,8,01,00,00,00,75,08,F8,11,
236254602,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236258106,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
236258341,0000032D,false,Rx,0,8,0D,00,00,00,86,1B,81,3C,
236260368,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236260860,00000522,false,Rx,0,6,01,0A,00,04,63,89,00,00,
236269948,00000521,false,Rx,0,6,00,0F,00,00,02,DE,00,00,
236270368,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236270550,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236280369,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236284283,00000523,false,Rx,0,6,02,0B,00,04,63,83,00,00,
236284502,00000524,false,Rx,0,6,03,0B,00,00,00,14,00,00,
236290275,00000521,false,Rx,0,6,00,00,00,00,02,C3,00,00,
236290515,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236290696,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236290973,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236298062,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
236300373,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236309174,000003B4,false,Rx,0,8,00,FF,31,F0,BC,FF,04,00,
236309938,00000521,false,Rx,0,6,00,01,00,00,02,C9,00,00,
236310384,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236310565,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236320381,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236320936,00000522,false,Rx,0,6,01,0B,00,04,63,68,00,00,
236329191,00000272,false,Rx,0,8,5F,F3,71,11,FF,FF,FF,FF,
236329852,00000521,false,Rx,0,6,00,02,00,00,02,C1,00,00,
236330380,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236330635,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236330881,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
236331104,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236331281,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236331525,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236331770,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236331994,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236338050,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
236340393,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236344266,00000523,false,Rx,0,6,02,0C,00,04,63,9A,00,00,
236344485,00000524,false,Rx,0,6,03,0C,00,00,00,1C,00,00,
236350258,00000521,false,Rx,0,6,00,03,00,00,02,B5,00,00,
236350487,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236350669,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236354344,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236354594,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236360399,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236369836,00000521,false,Rx,0,6,00,04,00,00,02,CD,00,00,
236370402,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236370584,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236378125,0000039D,false,Rx,0,5,28,5F,01,28,00,00,00,00,
236380414,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236380917,00000522,false,Rx,0,6,01,0C,00,04,63,52,00,00,
236389920,00000521,false,Rx,0,6,00,05,00,00,02,A1,00,00,
236390414,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236390595,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236390872,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236400410,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236404262,00000523,false,Rx,0,6,02,0D,00,04,63,A4,00,00,
236404470,00000524,false,Rx,0,6,03,0D,FF,FF,FF,DB,00,00,
236410245,00000521,false,Rx,0,6,00,06,00,00,02,C0,00,00,
236410474,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236410656,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236418110,0000039D,false,Rx,0,5,19,50,01,28,00,00,00,00,
236420420,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236429906,00000521,false,Rx,0,6,00,07,00,00,02,CC,00,00,
236430420,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236430675,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236430858,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236431102,000002FA,false,Rx,0,8,FC,FF,05,FF,FF,FF,FF,FF,
236431327,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236431572,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236431817,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
236432059,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236432285,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236432519,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
236432773,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
236433019,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
236433264,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
236434365,00000514,false,Rx,0,8,00,00,00,00,E0,0A,00,14,
236440445,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236440833,00000522,false,Rx,0,6,01,0D,00,04,63,9E,00,00,
236449913,00000521,false,Rx,0,6,00,08,00,00,02,CB,00,00,
236450447,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236450628,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236454316,00000100,false,Rx,0,8,01,00,00,00,75,08,F8,11,
236454568,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236458062,0000039D,false,Rx,0,5,1A,51,01,28,00,00,00,00,
236460455,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236464243,00000523,false,Rx,0,6,02,0E,00,04,63,9A,00,00,
236464462,00000524,false,Rx,0,6,03,0E,00,00,00,02,00,00,
236470235,00000521,false,Rx,0,6,00,09,00,00,02,B8,00,00,
236470464,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236470647,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236480454,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
236489825,00000521,false,Rx,0,6,00,0A,00,00,02,D5,00,00,
236490465,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236490637,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236490923,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236498055,0000039D,false,Rx,0,5,1B,52,01,28,00,00,00,00,
236500461,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236500891,00000522,false,Rx,0,6,01,0E,00,04,63,79,00,00,
236508164,0000035D,false,Rx,0,8,00,00,00,00,00,00,00,00,
236509528,000003B4,false,Rx,0,8,00,FF,31,F0,BC,FF,04,00,
236509899,00000521,false,Rx,0,6,00,0B,00,00,02,BF,00,00,
236510467,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236510650,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236520469,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236524236,00000523,false,Rx,0,6,02,0F,00,04,63,A6,00,00,
236524456,00000524,false,Rx,0,6,03,0F,00,00,00,04,00,00,
236529551,00000272,false,Rx,0,8,D1,F4,71,11,FF,FF,FF,FF,
236530224,00000521,false,Rx,0,6,00,0C,00,00,02,D3,00,00,
236530468,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236530724,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236530969,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
236531193,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236531376,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236531615,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236531859,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236532084,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236538094,0000039D,false,Rx,0,5,1C,53,01,28,00,00,00,00,
236540489,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236549883,00000521,false,Rx,0,6,00,0D,00,00,02,D8,00,00,
236550490,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236550673,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236554307,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236554559,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236560489,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236560877,00000522,false,Rx,0,6,01,0F,00,04,63,8F,00,00,
236569798,00000521,false,Rx,0,6,00,0E,00,00,02,D2,00,00,
236570500,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236570671,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236578115,0000039D,false,Rx,0,5,1D,54,01,28,00,00,00,00,
236580501,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236584224,00000523,false,Rx,0,6,02,00,00,04,63,7F,00,00,
236584444,00000524,false,Rx,0,6,03,00,FF,FF,FF,DB,00,00,
236590205,00000521,false,Rx,0,6,00,0F,00,00,02,D0,00,00,
236590499,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236590680,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236590966,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236600504,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236609802,00000521,false,Rx,0,6,00,00,00,00,02,C9,00,00,
236610504,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236610686,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236618100,0000039D,false,Rx,0,5,1E,55,01,28,00,00,00,00,
236620515,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236620797,00000522,false,Rx,0,6,01,00,00,04,63,A6,00,00,
236628365,000005BD,false,Rx,0,8,B2,80,00,00,00,00,00,00,
236629885,00000521,false,Rx,0,6,00,01,00,00,02,BF,00,00,
236630515,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236630759,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236630941,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236631187,000002FA,false,Rx,0,8,FC,FF,05,FF,FF,FF,FF,FF,
236631421,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236631655,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236631909,0000003F,false,Rx,0,8,00,00,00,80,00,80,64,CE,
236632146,00000351,false,Rx,0,8,20,0D,32,00,54,03,80,0A,
236632390,00000355,false,Rx,0,8,20,00,64,00,40,01,00,00,
236632626,00000356,false,Rx,0,8,60,70,07,00,CD,00,00,00,
236632861,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236633095,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236633330,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
236633576,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
236633820,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
236634065,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
236634322,0000035A,false,Rx,0,8,00,00,00,00,00,00,00,00,
236634546,0000035E,false,Rx,0,8,53,49,4D,50,20,42,4D,53,
236636113,00000370,false,Rx,0,8,53,49,4D,50,20,45,43,4F,
236638130,00000373,false,Rx,0,8,2A,0D,6E,0D,24,01,26,01,
236640146,00000379,false,Rx,0,8,D2,00,00,04,03,00,00,00,
236640534,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236642154,00000372,false,Rx,0,8,0E,00,00,00,00,00,00,00,
236644201,00000523,false,Rx,0,6,02,01,00,04,63,85,00,00,
236644415,00000524,false,Rx,0,6,03,01,00,00,00,0C,00,00,
236650208,00000521,false,Rx,0,6,00,02,00,00,02,BE,00,00,
236650533,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236650715,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236654306,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236654557,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236657790,1806E5F4,true,Rx,0,8,0D,20,00,32,00,00,00,00,
236658046,0000039D,false,Rx,0,5,1F,56,01,28,00,00,00,00,
236660536,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236669855,00000521,false,Rx,0,6,00,03,00,00,02,DC,00,00,
236670537,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236670719,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236680542,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236680855,00000522,false,Rx,0,6,01,01,00,04,63,A0,00,00,
236689858,00000521,false,Rx,0,6,00,04,00,00,02,D7,00,00,
236690550,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236690731,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236691017,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236698045,0000039D,false,Rx,0,5,20,57,01,28,00,00,00,00,
236700557,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236704208,00000523,false,Rx,0,6,02,02,00,04,63,A2,00,00,
236704427,00000524,false,Rx,0,6,03,02,FF,FF,FF,E4,00,00,
236709914,000003B4,false,Rx,0,8,00,FF,31,F0,BC,FF,04,00,
236710187,00000521,false,Rx,0,6,00,05,00,00,02,C9,00,00,
236710558,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236710740,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236720563,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236729765,00000521,false,Rx,0,6,00,06,00,00,02,C1,00,00,
236730005,00000272,false,Rx,0,8,8C,F5,71,11,FF,FF,FF,FF,
236730565,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236730810,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236731055,0000003F,false,Rx,0,8,00,00,00,C0,00,C0,64,C0,
236731281,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236731463,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236731707,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236731950,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236732175,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236738087,0000039D,false,Rx,0,5,21,58,01,28,00,00,00,00,
236740576,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236740858,00000522,false,Rx,0,6,01,02,00,04,63,87,00,00,
236749765,00000521,false,Rx,0,6,00,07,00,00,02,C0,00,00,
236750573,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236750754,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236754317,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236754567,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236760583,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236764182,00000523,false,Rx,0,6,02,03,00,04,63,A6,00,00,
236764400,00000524,false,Rx,0,6,03,03,FF,FF,FF,D5,00,00,
236770173,00000521,false,Rx,0,6,00,08,00,00,02,AE,00,00,
236770580,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
236770762,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236778134,0000039D,false,Rx,0,5,22,59,01,28,00,00,00,00,
236780590,00000112,false,Rx,0,8,FA,1F,3C,0B,40,01,65,47,
236789836,00000521,false,Rx,0,6,00,09,00,00,02,C9,00,00,
236790591,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236790772,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236791049,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236800589,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236800840,00000522,false,Rx,0,6,01,03,00,04,63,5E,00,00,
236809842,00000521,false,Rx,0,6,00,0A,00,00,02,D5,00,00,
236810597,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236810778,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236818047,0000039D,false,Rx,0,5,23,5A,01,28,00,00,00,00,
236820599,00000112,false,Rx,0,8,F9,1F,3B,0B,40,01,65,47,
236824166,00000523,false,Rx,0,6,02,04,00,04,63,96,00,00,
236824395,00000524,false,Rx,0,6,03,04,00,00,00,1A,00,00,
236830169,00000521,false,Rx,0,6,00,0B,00,00,02,B8,00,00,
236830597,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236830853,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236831024,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236831280,000002FA,false,Rx,0,8,FC,FF,05,FF,FF,FF,FF,FF,
236831503,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236831738,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236831993,0000003F,false,Rx,0,8,00,00,00,00,00,00,64,65,
236832237,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236832461,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236832695,00000432,false,Rx,0,8,2C,E2,10,A3,40,FF,02,FF,
236832940,00000510,false,Rx,0,8,40,10,20,00,00,00,00,00,
236833186,0000051A,false,Rx,0,8,00,00,00,00,50,00,00,1A,
236833431,00000540,false,Rx,0,8,00,00,00,00,FD,3C,FF,40,
236838100,0000035D,false,Rx,0,8,01,00,00,00,00,00,00,00,
236840622,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236849752,00000521,false,Rx,0,6,00,0C,00,00,02,B8,00,00,
236850622,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236850805,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236854326,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236854576,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236858042,0000039D,false,Rx,0,5,24,5B,01,28,00,00,00,00,
236860624,00000112,false,Rx,0,8,FA,1F,3B,0B,40,01,65,47,
236860823,00000522,false,Rx,0,6,01,04,00,04,63,AA,00,00,
236869826,00000521,false,Rx,0,6,00,0D,00,00,02,CE,00,00,
236870633,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236870816,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236880637,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236884162,00000523,false,Rx,0,6,02,05,00,04,63,A2,00,00,
236884380,00000524,false,Rx,0,6,03,05,00,00,00,0C,00,00,
236890154,00000521,false,Rx,0,6,00,0E,00,00,02,C1,00,00,
236890624,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236890859,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236891041,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236898078,0000039D,false,Rx,0,5,25,5C,01,28,00,00,00,00,
236900641,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236909739,00000521,false,Rx,0,6,00,0F,00,00,02,D3,00,00,
236910201,00000337,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
236910486,000003B4,false,Rx,0,8,00,FF,31,F0,BC,FF,04,00,
236910721,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236910903,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236920643,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236920853,00000522,false,Rx,0,6,01,05,00,04,63,77,00,00,
236929801,00000521,false,Rx,0,6,00,00,00,00,02,D5,00,00,
236930357,00000272,false,Rx,0,8,6B,F6,71,11,FF,FF,FF,FF,
236930654,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236930899,0000003C,false,Rx,0,8,FF,5F,00,00,00,00,FF,FF,
236931146,0000003F,false,Rx,0,8,00,00,00,40,00,40,64,6B,
236931369,0000012F,false,Rx,0,8,F5,28,86,1D,F1,35,30,80,
236931552,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236931796,000002F1,false,Rx,0,8,36,10,7D,00,00,00,00,A0,
236932039,000003E9,false,Rx,0,8,FE,FF,11,00,00,00,00,00,
236932264,00000431,false,Rx,0,8,CA,FF,0B,02,69,26,F3,4B,
236938061,0000039D,false,Rx,0,5,26,5D,01,28,00,00,00,00,
236940667,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236944138,00000523,false,Rx,0,6,02,06,00,04,63,92,00,00,
236944368,00000524,false,Rx,0,6,03,06,00,00,00,0C,00,00,
236950140,00000521,false,Rx,0,6,00,01,00,00,02,BD,00,00,
236950664,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236950846,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236954311,00000100,false,Rx,0,8,01,00,00,00,78,08,F8,11,
236954563,00000101,false,Rx,0,8,00,00,00,00,00,00,00,00,
236960673,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236969801,00000521,false,Rx,0,6,00,02,00,00,02,DF,00,00,
236970672,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236970854,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
236978110,0000039D,false,Rx,0,5,27,5E,01,28,00,00,00,00,
236980675,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236980873,00000522,false,Rx,0,6,01,06,00,04,63,92,00,00,
236989791,00000521,false,Rx,0,6,00,03,00,00,02,D3,00,00,
236990621,1801D08F,true,Rx,0,8,00,8C,00,6D,03,00,00,44,
236990855,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
236991036,000001A1,false,Rx,0,5,7C,CB,00,00,8A,00,00,00,
237000684,00000112,false,Rx,0,8,F9,1F,3C,0B,40,01,65,47,
237000914,000003C3,false,Rx,0,8,80,04,C1,F1,0C,43,12,0C,
237004137,00000523,false,Rx,0,6,02,07,00,04,63,92,00,00,
237004360,00000524,false,Rx,0,6,03,07,FF,FF,FF,FE,00,00,
